Internal ID,Date Created in NetSuite,Type,Item name/SKU#,Description,Inactive,Base Price,Product Category,Class (no hierarchy),Shelf Life (Months),Weight,Length,Width,Height,Available,Total Quantity On Hand,Storage Temperature,Shipping Temperature,Safety Stock Level,Quantity Pricing Schedule,Primary Stock Unit,Primary Sale Unit,Special Work Order Item,OEM Item
14275,6/1/2021 14:24,Assembly,D5049-3,M-Binding Buffer (100 ml),No,55.6,Components,Gold,,,,,,110,111,Room Temperature,Room Temperature,7,Standard Component Quantity Discounts,Each,Each,No,No
14277,6/1/2021 14:46,Assembly,D5049-6,M-Elution Buffer (50 ml),No,43.3,Components,Bisulfite,,,,,,62,63,Room Temperature,Room Temperature,8,Standard Component Quantity Discounts,Each,Each,No,No
12964,1/15/2021 17:48,Item Group,D5101,Methylated-DNA IP Kit (10 Rxns.),No,,Kits,Methylated DNA IP,,,,,,,,,Dry Ice,,,,,,No
7735,7/7/2020 14:40,Assembly,D5101-2,Methylated/Non-methylated Control DNA & Primer Set,No,142.1,Components,Methylated DNA IP,,,,,,9,9,-20C,Blue Ice,2,Standard Component Quantity Discounts,Each,Each,No,No
7736,7/7/2020 14:41,Assembly,D5101-2-A,Control DNA (20 µl),No,1,Components,Methylated DNA IP,,,,,,14,14,-20C,Blue Ice,15,Standard Component Quantity Discounts,Each,Each,No,No
7737,7/7/2020 14:41,Assembly,D5101-2-B,Control Primer I (20 µl),No,1,Components,Methylated DNA IP,,,,,,28,28,-20C,Blue Ice,5,Standard Component Quantity Discounts,Each,Each,No,No
7738,7/7/2020 14:41,Assembly,D5101-2-C,Control Primer II (20 µl),No,1,Components,Methylated DNA IP,,,,,,20,20,-20C,Blue Ice,5,Standard Component Quantity Discounts,Each,Each,No,No
7739,7/7/2020 14:41,Assembly,D5101-3-20,MIP Buffer (20 ml),No,29.9,Components,Methylated DNA IP,,,,,,69,69,Room Temperature,Room Temperature,3,Standard Component Quantity Discounts,Each,Each,No,No
7740,7/7/2020 14:41,Assembly,D5101-4-1,DNA Denaturing Buffer (1 ml),No,18.5,Components,Methylated DNA IP,,,,,,162,162,Room Temperature,Room Temperature,3,Standard Component Quantity Discounts,Each,Each,No,No
7741,7/7/2020 14:41,Assembly,D5101-5-6 INACTIVE,IP DNA Binding Buffer (6 ml),No,29,Components,Methylated DNA IP,,,,,,,567,Room Temperature,Room Temperature,0,Standard Component Quantity Discounts,Each,Each,No,No
7742,7/7/2020 14:41,Assembly,D5101-A,Methylated-DNA IP Kit (10 Rxns.) (Box 1 of 2),No,214.75,Kits,Methylated DNA IP,24,,,,,,2,Room Temperature,Room Temperature,0,Standard Kit Quantity Discounts,Each,Each,Yes,No
7743,7/7/2020 14:41,Assembly,D5101-B,Methylated-DNA IP Kit (10 Rxns.) (Box 2 of 2),No,214.75,Kits,Methylated DNA IP,24,,,,,9,9,-80C,Dry Ice,5,Standard Kit Quantity Discounts,Each,Each,No,No
7744,7/7/2020 14:41,Assembly,D5201,ChIP DNA Clean & Concentrator™ (50 Preps.),No,98.9,Kits,ChIP DCC,60,,,,,,,Room Temperature,Room Temperature,0,Standard Kit Quantity Discounts,Each,Each,Yes,No
7745,7/7/2020 14:41,Assembly,D5201-1-10,ChIP DNA Binding Buffer (10 ml),No,0,Components,ChIP DCC,,,,,,686,686,Room Temperature,Room Temperature,3,Standard Component Quantity Discounts,Each,Each,No,No
7746,7/7/2020 14:41,Assembly,D5201-1-100,ChIP DNA Binding Buffer (100 ml),No,85.5,Components,ChIP DCC,,,,,,52,62,Room Temperature,Room Temperature,7,Standard Component Quantity Discounts,Each,Each,No,No
7747,7/7/2020 14:41,Assembly,D5201-1-100-USDA,ChIP DNA Binding Buffer (1 Liter),No,800,Components,ChIP DCC,,,,,,,,Room Temperature,Room Temperature,,,Each,Each,No,No
16173,3/4/2022 11:01,Assembly,D5201-1-10L,ChIP DNA Binding Buffer (10L),No,800,Components,ChIP DCC,,,,,,,,Room Temperature,,,,Each,Each,No,No
12693,1/15/2021 14:31,Assembly,D5201-1-1L,ChIP DNA Binding Buffer (1 Liter)- Custom,No,800,Components,ChIP DCC,,,,,,,,Room Temperature,,,,Each,Each,No,No
7748,7/7/2020 14:41,Assembly,D5201-1-50,ChIP DNA Binding Buffer (50 ml),No,38.1,Components,ChIP DCC,,,,,,880,905,Room Temperature,Room Temperature,230,Standard Component Quantity Discounts,Each,Each,No,No
7749,7/7/2020 14:41,Assembly,D5201-1-S,ChIP DNA Binding Buffer (5 ml),No,0,Components,ChIP DCC,,,,,,1646,1646,Room Temperature,Room Temperature,15,Standard Component Quantity Discounts,Each,Each,No,No
7750,7/7/2020 14:41,Assembly,D5201-1-USDA,ChIP DNA Binding Buffer (1 Liter),No,563,Components,ChIP DCC,,,,,,,,Room Temperature,Room Temperature,,,Each,Each,No,No
7751,7/7/2020 14:41,Assembly,D5201S,ChIP DNA Clean & Concentrator™ (10 Preps.),Yes,0,Sample Kits,ChIP DCC,60,,,,,,,Room Temperature,Room Temperature,,,Each,Each,No,No
7752,7/7/2020 14:41,Assembly,D5205,ChIP DNA Clean & Concentrator™ (50 Preps.),No,104,Kits,ChIP DCC,60,,,,,123,123,Room Temperature,Room Temperature,56,Standard Kit Quantity Discounts,Each,Each,No,No
7753,7/7/2020 14:41,Assembly,D5205-DG,ChIP DNA Clean & Concentrator™ (50 Preps),Yes,54.6,Kits,ChIP DCC,,,,,,,,Room Temperature,Room Temperature,,,Each,Each,No,Yes
7754,7/7/2020 14:41,Assembly,D5206,ZR-96 ChIP DNA Clean & Concentrator™ (2 x 96 Preps.),No,294.6,Kits,ChIP DCC,60,,,,,7,7,Room Temperature,Room Temperature,0,Standard Kit Quantity Discounts,Each,Each,No,No
7755,7/7/2020 14:41,Assembly,D5207,ZR-96 ChIP DNA Clean & Concentrator™ (4 x 96 Preps.),No,469.7,Kits,ChIP DCC,60,,,,,15,15,Room Temperature,Room Temperature,0,Standard Kit Quantity Discounts,Each,Each,No,No
12965,1/15/2021 17:48,Item Group,D5209,Zymo-Spin™ ChIP Kit (10 Preps.),No,,Kits,ChIP Kit,,,,,,,,,Blue Ice,,,,,,No
7756,7/7/2020 14:41,Assembly,D5209-A,Zymo-Spin™ ChIP Kit (10 Preps.) Component 1 of 2,No,145.18,Kits,ChIP Kit,24,,,,,,,Room Temperature,Room Temperature,0,Standard Component Quantity Discounts,Each,Each,Yes,No
12966,1/15/2021 17:48,Item Group,D5210,Zymo-Spin™ ChIP Kit (25 Preps.),No,,Kits,ChIP Kit,,,,,,,,,Blue Ice,,,,,,No
7757,7/7/2020 14:41,Assembly,D5210-1-30,Chromatin Shearing Buffer (30 ml),No,29.9,Components,ChIP Kit,,,,,,31,31,Room Temperature,Room Temperature,7,Standard Component Quantity Discounts,Each,Each,No,No
7758,7/7/2020 14:41,Assembly,D5210-2-30,Chromatin Dilution Buffer (30 ml),No,42.2,Components,ChIP Kit,,,,,,45,45,Room Temperature,Room Temperature,9,Standard Component Quantity Discounts,Each,Each,No,No
7759,7/7/2020 14:41,Assembly,D5210-3-30,Chromatin Wash Buffer I (30 ml),No,42.2,Components,ChIP Kit,,,,,,351,351,Room Temperature,Room Temperature,7,Standard Component Quantity Discounts,Each,Each,No,No
7760,7/7/2020 14:41,Assembly,D5210-4-30,Chromatin Wash Buffer II (30 ml),No,42.2,Components,ChIP Kit,,,,,,35,35,Room Temperature,Room Temperature,7,Standard Component Quantity Discounts,Each,Each,No,No
7761,7/7/2020 14:41,Assembly,D5210-5-30,Chromatin Wash Buffer III (30 ml),No,42.2,Components,ChIP Kit,,,,,,19,19,Room Temperature,Room Temperature,7,Standard Component Quantity Discounts,Each,Each,No,No
7762,7/7/2020 14:41,Assembly,D5210-6-10,5X Chromatin Elution Buffer (10 ml),No,27.8,Components,ChIP Kit,,,,,,408,408,Room Temperature,Room Temperature,7,Standard Component Quantity Discounts,Each,Each,No,No
7763,7/7/2020 14:41,Assembly,D5210-7-1,5M NaCl (1 ml),No,12.4,Components,ChIP Kit,,,,,,497,497,Room Temperature,Room Temperature,7,Standard Component Quantity Discounts,Each,Each,No,No
7764,7/7/2020 14:41,Assembly,D5210-A,Zymo-Spin™ ChIP Kit (25 Preps.),No,362.59,Kits,ChIP Kit,24,,,,,,,Room Temperature,Room Temperature,4,Standard Component Quantity Discounts,Each,Each,Yes,No
12967,1/15/2021 17:48,Item Group,D5220,EZ Nucleosome DNA Prep Kit (20 Preps.),No,,Kits,ChIP Kit,,,,,,,,,Dry Ice,,,,,,No
7765,7/7/2020 14:41,Assembly,D5220-1,Micrococcal Nuclease (10 U/100 µ),No,24.7,Components,Chromatin Analysis,,,,,,59,59,-80C,Dry Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7766,7/7/2020 14:41,Assembly,D5220-2,Nuclei Prep Buffer (50 ml),No,37.1,Components,Chromatin Analysis,,,,,,62,62,Room Temperature,Room Temperature,11,Standard Component Quantity Discounts,Each,Each,No,No
7767,7/7/2020 14:41,Assembly,D5220-2-30,Nuclei Prep Buffer (30 ml),No,29.9,Components,Chromatin Analysis,,,,,,639,639,Room Temperature,Room Temperature,7,Standard Component Quantity Discounts,Each,Each,No,No
7768,7/7/2020 14:41,Assembly,D5220-3,MN Digestion Buffer (50 ml),No,37.1,Components,Chromatin Analysis,,,,,,36,46,Room Temperature,Room Temperature,9,Standard Component Quantity Discounts,Each,Each,No,No
7769,7/7/2020 14:41,Assembly,D5220-4,5X MN Stop Buffer (6 ml),No,14.4,Components,Chromatin Analysis,,,,,,1240,1240,Room Temperature,Room Temperature,9,Standard Component Quantity Discounts,Each,Each,No,No
7770,7/7/2020 14:41,Assembly,D5220-A,EZ Nucleosome DNA Prep Kit (20 Preps.) (Box 1 of 2),No,70.55,Kits,Chromatin Analysis,24,,,,,,,Room Temperature,Room Temperature,0,Standard Kit Quantity Discounts,Each,Each,Yes,No
7771,7/7/2020 14:41,Assembly,D5220-B,EZ Nucleosome DNA Prep Kit (20 Preps.) (Box 2 of 2),No,70.55,Kits,Chromatin Analysis,24,,,,,25,26,-80C,Dry Ice,5,Standard Kit Quantity Discounts,Each,Each,No,No
7772,7/7/2020 14:41,Assembly,D5310,OneStep qMethyl™ Kit (96 Rxns.),No,362.6,Kits,OneStep qMethyl,18,,,,,3,3,-80C,Dry Ice,15,Standard Kit Quantity Discounts,Each,Each,No,No
7773,7/7/2020 14:41,Assembly,D5310-1,2X Test Reaction PreMix,No,166.9,Components,OneStep qMethyl,,,,,,9,9,-80C,Dry Ice,25,Standard Component Quantity Discounts,Each,Each,No,No
7774,7/7/2020 14:41,Assembly,D5310-2,2X Reference Reaction PreMix,No,166.9,Components,OneStep qMethyl,,,,,,8,8,-80C,Dry Ice,25,Standard Component Quantity Discounts,Each,Each,No,No
7775,7/7/2020 14:41,Assembly,D5310-3,MGMT Primers I & II (20 µM each),No,0,Components,DNA Methylation,,,,,,45,45,-80C,Blue Ice,10,Standard Component Quantity Discounts,Each,Each,No,No
7776,7/7/2020 14:41,Assembly,D5310-4,Human Methylated DNA Standard (4 ng/µl),No,0,Components,DNA Methylation,,,,,,52,52,-80C,Blue Ice,25,Standard Component Quantity Discounts,Each,Each,No,No
7777,7/7/2020 14:41,Assembly,D5310-5,Human Non-methylated DNA Standard (4 ng/µl),No,0,Components,DNA Methylation,,,,,,56,56,-80C,Blue Ice,25,Standard Component Quantity Discounts,Each,Each,No,No
7778,7/7/2020 14:41,Assembly,D5311,OneStep qMethyl™-Lite (96 Rxns.),No,342,Kits,OneStep qMethyl,18,,,,,,16,-80C,Dry Ice,10,Standard Kit Quantity Discounts,Each,Each,No,No
7779,7/7/2020 14:41,Assembly,D5311-1,2X Test Reaction-Lite PreMix,No,152.4,Components,OneStep qMethyl,,,,,,123,123,-80C,Dry Ice,25,Standard Component Quantity Discounts,Each,Each,No,No
7780,7/7/2020 14:42,Assembly,D5311-2,2X Reference Reaction-Lite PreMix,No,152.4,Components,OneStep qMethyl,,,,,,123,123,-80C,Dry Ice,25,Standard Component Quantity Discounts,Each,Each,No,No
20311,2/14/2024 16:09,Assembly,D5312,OneSTEP PLUS qMethyl PCR (96 Rxns.),No,362,Kits,OneStep qMethyl,18,,,,,25,25,-20C,Blue Ice,,Standard Kit Quantity Discounts,Each,Each,No,No
20312,2/14/2024 16:11,Assembly,D5312-1,2X Test PreMix (500 µl),No,0,Components,OneStep qMethyl,,,,,,137,180,-20C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
20313,2/14/2024 16:12,Assembly,D5312-2,2X Reference PreMix (500 µl),No,0,Components,OneStep qMethyl,,,,,,138,181,-20C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
20314,2/14/2024 16:15,Assembly,D5312-3,qMethyl Control Primer I & II (10µM each) (40 µl)  ,No,0,Components,OneStep qMethyl,,,,,,125,125,-20C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
20322,2/14/2024 16:27,Assembly,D5312-4,Human Methylated DNA Standard (4 ng/µl) (40 µl),No,0,Components,DNA Methylation,,,,,,188,188,-20C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
20323,2/14/2024 16:30,Assembly,D5312-5,Human Non-methylated DNA Standard (4 ng/µl) (40 µl),No,0,Components,DNA Methylation,,,,,,185,185,-20C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
20315,2/14/2024 16:17,Assembly,D5312-6,Syto 9 Fluorescent Dye (50 µM) (100 µl),No,0,Components,OneStep qMethyl,,,,,,,,-20C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
7781,7/7/2020 14:42,Assembly,D5313-1-D,OneStep qMethyl Panel - Human Pluripotent Stem Cell Panel I (Tube Format),Yes,392,Kits,OneStep qMethyl,,,,,,,,-20C,Dry Ice,0,Standard Kit Quantity Discounts,Each,Each,No,No
12968,1/15/2021 17:48,Item Group,D5325,5-mC DNA ELISA Kit (96 Preps.),No,,Kits,5-mC ELISA,,,,,,,,,Dry Ice,,,,,,No
7782,7/7/2020 14:42,Assembly,D5325-1-15,5-mC Coating Buffer (15 ml),No,29.9,Components,5-mC ELISA,,,,,,1057,1057,4C,Blue Ice,6,Standard Component Quantity Discounts,Each,Each,No,No
7783,7/7/2020 14:42,Assembly,D5325-1-30,5-mC Coating Buffer (30 ml),No,47.4,Components,5-mC ELISA,,,,,,138,138,4C,Blue Ice,4,Standard Component Quantity Discounts,Each,Each,No,No
7784,7/7/2020 14:42,Assembly,D5325-2-250,5-mC ELISA Buffer (250 ml),No,91.7,Components,5-mC ELISA,,,,,,36,37,4C,Blue Ice,9,Standard Component Quantity Discounts,Each,Each,No,No
7785,7/7/2020 14:42,Assembly,D5325-3-15,Secondary Antibody (1 µg/µl) (15 µl),No,29.9,Components,DNA Methylation,,,,,,25,26,4C,Blue Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7786,7/7/2020 14:42,Assembly,D5325-3-30,Secondary Antibody (1 µg/µl) (30 µl),No,47.4,Components,DNA Methylation,,,,,,15,15,4C,Blue Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7787,7/7/2020 14:42,Assembly,D5325-5-1,Negative Control (100 ng/µl) (50 µl),No,114.3,Components,DNA Methylation,,,,,,39,39,-20C,Dry Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7788,7/7/2020 14:42,Assembly,D5325-5-2,Positive Control (100 ng/µl) (50 µl),No,134.9,Components,DNA Methylation,,,,,,36,36,-20C,Dry Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7789,7/7/2020 14:42,Assembly,D5325-A,5-mC DNA ELISA Kit (96 Rxns.) (Components 1 of 2),No,217.85,Kits,5-mC ELISA,24,,,,,1,2,4C,Blue Ice,10,Standard Kit Quantity Discounts,Each,Each,Yes,No
14130,4/14/2021 14:03,Assembly,D5325-A-Enzo,5-mC DNA ELISA Kit (96 Preps.) (Enzo)(Components 1 of 2),No,152.28,Kits,5-mC ELISA,,,,,,,,4C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,Yes
7790,7/7/2020 14:42,Assembly,D5325-B,5-mC DNA ELISA Kit (96 Rxns.) (Components 2 of 2) ,No,217.85,Kits,5-mC ELISA,18,,,,,13,15,-80C,Dry Ice,5,Standard Kit Quantity Discounts,Each,Each,No,No
14131,4/14/2021 14:04,Assembly,D5325-B-Enzo,5-mC DNA ELISA Kit (96 Preps.) (Enzo)(Components 2 of 2),No,152.28,Kits,5-mC ELISA,,,,,,,,4C,Dry Ice,,Standard Component Quantity Discounts,Each,Each,No,Yes
14132,4/14/2021 14:06,Item Group,D5325-Enzo,5-mC DNA ELISA Kit (96 Preps.) (Enzo) ,No,,Kits,5-mC ELISA,,,,,,,,,Dry Ice,,,,,,Yes
12969,1/15/2021 17:48,Item Group,D5326,5-mC DNA ELISA Kit (2 x 96 Preps.) ,No,,Kits,5-mC ELISA,,,,,,,,,Dry Ice,,,,,,No
7791,7/7/2020 14:42,Assembly,D5326-A,5-mC DNA ELISA Kit (2 x 96) (Components 1 of 2) ,No,346.1,Kits,5-mC ELISA,24,,,,,,,4C,Blue Ice,0,Standard Kit Quantity Discounts,Each,Each,Yes,No
7792,7/7/2020 14:42,Assembly,D5326-B,5-mC DNA ELISA Kit (2 x 96) (Components 2 of 2) ,No,346.1,Kits,5-mC ELISA,18,,,,,5,5,-80C,Dry Ice,5,Standard Kit Quantity Discounts,Each,Each,No,No
12694,1/15/2021 14:31,Assembly,D5327,Quick COVID-19 Antibody Detection Kit (96 rxn),No,313.95,Components,SARS-CoV-2,,,,,,39,39,-80C,Blue Ice,0,,Each,Each,No,No
13840,3/3/2021 14:46,Assembly,D5327-1-15,10X ELISA Wash Buffer (15 ml),Yes,20,Components,SARS-CoV-2,,,,,,,,4C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
13841,3/3/2021 15:00,Assembly,D5327-2-11,Sample Diluent (11 ml),Yes,14,Components,SARS-CoV-2,,,,,,,,4C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
13842,3/3/2021 15:10,Assembly,D5327-3-500,Negative Control (500 µl),Yes,102,Components,SARS-CoV-2,,,,,,,,4C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
13843,3/3/2021 15:13,Assembly,D5327-4-500,Positive Control (500 µl),Yes,120,Components,SARS-CoV-2,,,,,,,,4C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
13844,3/3/2021 15:15,Assembly,D5327-5-500,Cut-off Control (500 µl),Yes,132,Components,SARS-CoV-2,,,,,,120,120,4C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
13845,3/3/2021 15:59,Assembly,D5327-6-11,Anti-IgG HRP Antibody (11 ml),Yes,110,Components,SARS-CoV-2,,,,,,,,4C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
13846,3/3/2021 16:02,Assembly,D5327-7-11,TMB Substrate (11 ml),Yes,0,Components,SARS-CoV-2,,,,,,,,4C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
13848,3/3/2021 16:03,Assembly,D5327-8-11,Stop Solution (11 ml),Yes,14,Components,SARS-CoV-2,,,,,,,,4C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
7793,7/7/2020 14:42,Assembly,D5405,5-Methylcytosine & 5-Hydroxymethylcytosine DNA Standard Set,No,356.4,Kits,Standards,48,,,,,8,10,-20C,Blue Ice,5,Standard Kit Quantity Discounts,Each,Each,No,No
7794,7/7/2020 14:42,Assembly,D5405-1,Cytosine DNA Standard (2 µg),No,63.9,Components,Standards,,,,,,107,107,-20C,Blue Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7795,7/7/2020 14:42,Assembly,D5405-1-80-PM,Cytosine DNA Standard (80 ug),No,2200,Components,Standards,,,,,,,,-20C,Blue Ice,,,Each,Each,No,No
7796,7/7/2020 14:42,Assembly,D5405-1-EMD,Cytosine DNA Standard (2 µg),No,840,Components,Standards,,,,,,,,-20C,Blue Ice,,,Each,Each,No,Yes
7797,7/7/2020 14:42,Assembly,D5405-2,5-Methylcytosine DNA Standard (2 µg),No,144.2,Components,Standards,,,,,,84,84,-20C,Blue Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7798,7/7/2020 14:42,Assembly,D5405-2-80-PM,5-Methycytosine DNA Standard (80 µg),No,5160,Components,Standards,,,,,,,,-20C,Blue Ice,,,Each,Each,No,No
7799,7/7/2020 14:42,Assembly,D5405-2-EMD,5-Methylcytosine DNA Standard (2 µg),No,840,Components,Standards,,,,,,,,-20C,Blue Ice,,,Each,Each,No,Yes
7800,7/7/2020 14:42,Assembly,D5405-3,5-Hydroxymethylcytosine DNA Standard (2 µg),No,178.2,Components,Standards,,,,,,81,81,-20C,Blue Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7801,7/7/2020 14:42,Assembly,D5405-3-40-PM,5-Hydroxymethylcytosine DNA Standard (40 µg),No,3200,Components,Standards,,,,,,,,-20C,Blue Ice,,,Each,Each,No,No
7802,7/7/2020 14:42,Assembly,D5405-3-EMD,5-Hydroxymethylcytosine DNA Standard (1 mL),No,840,Components,Standards,,,,,,,,-20C,Blue Ice,,,Each,Each,No,Yes
7803,7/7/2020 14:42,Assembly,D5405-NIH-Custom,Custom Order: Hemi-Hydroxymethylcytosine DNA Standards:  1/2/4/8 Sites (2 µg Each),No,500,Components,Standards,,,,,,,,-20C,Blue Ice,,,Each,Each,No,No
12970,1/15/2021 17:48,Item Group,D5410 INACTIVE,Quest 5-hmC™ Detection Kit (25 Preps.),Yes,,Kits,5-hmC ELISA,,,,,,,,,,,,,,,No
7804,7/7/2020 14:42,Assembly,D5410-1-2,Quest 5-hmC™ Control DNA (40 µl),Yes,0,Components,5-hmC ELISA,,,,,,,,-20C,Blue Ice,,Standard Component Quantity Discounts,Each,Each,No,No
7805,7/7/2020 14:42,Assembly,D5410-A,Quest 5-hmC™ Detection Kit (25 Preps.),Yes,0,Kits,5-hmC ELISA,,,,,,,,-80C,Dry Ice,,Standard Kit Quantity Discounts,Each,Each,No,No
12971,1/15/2021 17:48,Item Group,D5411 INACTIVE,Quest 5-hmC™ Detection Kit (50 Preps.),Yes,,Kits,5-hmC ELISA,,,,,,,,,,,,,,,No
7806,7/7/2020 14:42,Assembly,D5411-A,Quest 5-hmC™ Detection Kit (50 Preps.),Yes,0,Kits,5-hmC ELISA,,,,,,,,-80C,Dry Ice,,Standard Kit Quantity Discounts,Each,Each,No,No
12972,1/15/2021 17:48,Item Group,D5415,Quest 5-hmC™ Detection-Lite Kit (25 Preps.),Yes,,Kits,5-hmC ELISA,,,,,,,,,,,,,,,No
7807,7/7/2020 14:42,Assembly,D5415-A,Quest 5-hmC™ Detection-Lite Kit (25 Preps.),Yes,0,Kits,5-hmC ELISA,,,,,,,,-80C,Dry Ice,,Standard Kit Quantity Discounts,Each,Each,No,No
12973,1/15/2021 17:48,Item Group,D5416,Quest 5-hmC™ Detection-Lite Kit (50 Preps.),Yes,,Kits,5-hmC ELISA,,,,,,,,,,,,,,,No
7808,7/7/2020 14:42,Assembly,D5416-A,Quest 5-hmC™ Detection-Lite Kit (50 Preps.),Yes,257,Kits,5-hmC ELISA,,,,,,,,-80C,Dry Ice,,Standard Kit Quantity Discounts,Each,Each,No,No
7809,7/7/2020 14:42,Assembly,D5420-4,Magnetic Rods (4 Rods),No,15.73,Components,Magnets,,,,,,192,217,Room Temperature,Room Temperature,186,Standard Component Quantity Discounts,4 Pack,4 Pack,No,No
12974,1/15/2021 17:48,Item Group,D5425,Quest 5-hmC™ DNA ELISA Kit (96 Preps.),No,,Kits,5-hmC ELISA,,,,,,,,,Dry Ice,,,,,,No
7810,7/7/2020 14:42,Assembly,D5425-1-15,Coating Buffer (15 ml),No,29.9,Components,5-hmC ELISA,,,,,,336,336,4C,Blue Ice,1,Standard Component Quantity Discounts,Each,Each,No,No
7811,7/7/2020 14:42,Assembly,D5425-1-30,Coating Buffer (30 ml),No,47.4,Components,5-hmC ELISA,,,,,,310,316,4C,Blue Ice,2,Standard Component Quantity Discounts,Each,Each,No,No
7812,7/7/2020 14:42,Assembly,D5425-2-30,10X ELISA Buffer (30 ml),No,34,Components,5-hmC ELISA,,,,,,233,233,4C,Blue Ice,1,Standard Component Quantity Discounts,Each,Each,No,No
7813,7/7/2020 14:42,Assembly,D5425-2-60,10X ELISA Buffer (60 ml),No,54.6,Components,5-hmC ELISA,,,,,,233,233,4C,Blue Ice,2,Standard Component Quantity Discounts,Each,Each,No,No
7814,7/7/2020 14:42,Assembly,D5425-3-100,Anti-DNA HRP Antibody (100X) (100 µl),No,102,Components,5-hmC ELISA,,,,,,23,23,-80C,Dry Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7815,7/7/2020 14:42,Assembly,D5425-3-200,Anti-DNA HRP Antibody (100X) (200 µl),No,168.9,Components,5-hmC ELISA,,,,,,21,31,-80C,Dry Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7816,7/7/2020 14:42,Assembly,D5425-4-15,HRP Developer (15 ml),No,12.4,Components,5-hmC ELISA,,,,,,15,15,4C,Blue Ice,8,Standard Component Quantity Discounts,Each,Each,No,No
7817,7/7/2020 14:42,Assembly,D5425-4-30,HRP Developer (30 ml),No,21.6,Components,5-hmC ELISA,,,,,,35,35,4C,Blue Ice,5,Standard Component Quantity Discounts,Each,Each,No,No
7818,7/7/2020 14:42,Assembly,D5425-5-1,Control A (100 ng/ul) (40 µl),No,56.7,Components,5-hmC ELISA,,,,,,19,29,-20C,Blue Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7819,7/7/2020 14:42,Assembly,D5425-5-2,Control B (100 ng/ul) (40 µl),No,56.7,Components,5-hmC ELISA,,,,,,87,97,-20C,Blue Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7820,7/7/2020 14:42,Assembly,D5425-5-3,Control C (100 ng/ul) (40 µl),No,56.7,Components,5-hmC ELISA,,,,,,93,103,-20C,Blue Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7821,7/7/2020 14:42,Assembly,D5425-5-4,Control D (100 ng/ul) (40 µl),No,56.7,Components,5-hmC ELISA,,,,,,55,65,-20C,Blue Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7822,7/7/2020 14:42,Assembly,D5425-5-5,Control E (100 ng/ul) (40 µl),No,56.7,Components,5-hmC ELISA,,,,,,94,104,-20C,Blue Ice,20,Standard Component Quantity Discounts,Each,Each,No,No
7823,7/7/2020 14:42,Assembly,D5425-5-C,Control DNA Set (5 x 40 µl),No,266.8,Components,5-hmC ELISA,,,,,,,,-20C,Blue Ice,0,Standard Component Quantity Discounts,Each,Each,No,No
7824,7/7/2020 14:43,Assembly,D5425-A,Quest 5-hmC™ DNA ELISA Kit (96 Rxns.),No,217.85,Kits,5-hmC ELISA,24,,,,,,1,4C,Blue Ice,0,Standard Kit Quantity Discounts,Each,Each,Yes,No
7825,7/7/2020 14:43,Assembly,D5425-A-EMD,DNA ELISA Kit (Component 1 of 2),Yes,52.92,Kits,Antibody Methods,,,,,,,,-80C,Blue Ice,,,Each,Each,No,Yes
14187,5/7/2021 10:16,Assembly,D5425-A-Enzo,Quest 5-hmC™ DNA ELISA Kit (96 Rxns.) (Enzo) (Component 1 of 2),No,148.05,Kits,5-hmC ELISA,,,,,,,,-80C,Blue Ice,,Standard Kit Quantity Discounts,Each,Each,No,Yes
7826,7/7/2020 14:43,Assembly,D5425-B,Quest 5-hmC™ DNA ELISA Kit (96 Rxns.),No,217.85,Kits,5-hmC ELISA,18,,,,,11,14,-80C,Dry Ice,5,Standard Kit Quantity Discounts,Each,Each,No,No
